dominance_type,secondary_meaningful,primary_dosha,secondary_dosha,primary_pct_min,primary_pct_max,secondary_pct_min,secondary_pct_max,strictness_level,diet_do_base,diet_dont_base,lifestyle_do_base,lifestyle_dont_base,exercise_do_base,exercise_dont_base,meds_base,meds_timing_base,add_if_primary_gt_60,add_if_primary_gt_85,secondary_constraints,frequency_plan,safety_note,row_label
dual_dosha,yes,vata,kapha,61,75,31,49,moderate,"Warm, cooked, moist meals (khichdi/soups/stews). Add ghee or sesame oil. Prefer sweet/sour/salty tastes.","Cold drinks/ice-cream, raw salads, very dry snacks (chips/murmura), skipping meals/fasting.",Regular routine (fixed meals/sleep). Abhyanga (oil massage). Keep warm; prioritize rest and grounding.,"Irregular sleep, overtravel, overexertion, excessive late-night screens.",Gentle yoga + slow strength; pranayama like Nadi Shodhan (Anulom Vilom).,"HIIT/very intense cardio, overtraining, cold showers when aggravated.","Support options (practitioner-advised): Triphala, Ashwagandha, Brahmi. Warm herbal teas if suitable.",Common timing: Triphala often at night; calming supports often evening. Confirm exact timing/dose with practitioner.,If primary >60: fixed sleep/wake and meals; warm fluids; reduce multitasking and late-night screens.,If primary >85: daily abhyanga; avoid fasting; avoid intense workouts and cold exposure.,Secondary Kapha: keep meals lighter; reduce sweets and heavy dairy; ensure daily movement.,abhyanga: 4-5x/week; pranayama: 8-12 min; yoga: 20-25 min; bedtime target: before 11 PM. (Dual-dosha: apply secondary constraints daily.),"Safety: Ayurvedic medicines/herbs can interact with health conditions and medications. Avoid self-prescribing (especially in pregnancy, chronic disease, or if on regular meds). Use practitioner guidance for exact timing and dosage.",vata_kapha__dominant_mid__secondary_moderate
dual_dosha,yes,vata,kapha,76,100,16,30,strict,"Warm, cooked, moist meals (khichdi/soups/stews). Add ghee or sesame oil. Prefer sweet/sour/salty tastes.","Cold drinks/ice-cream, raw salads, very dry snacks (chips/murmura), skipping meals/fasting.",Regular routine (fixed meals/sleep). Abhyanga (oil massage). Keep warm; prioritize rest and grounding.,"Irregular sleep, overtravel, overexertion, excessive late-night screens.",Gentle yoga + slow strength; pranayama like Nadi Shodhan (Anulom Vilom).,"HIIT/very intense cardio, overtraining, cold showers when aggravated.","Support options (practitioner-advised): Triphala, Ashwagandha, Brahmi. Warm herbal teas if suitable.",Common timing: Triphala often at night; calming supports often evening. Confirm exact timing/dose with practitioner.,If primary >60: fixed sleep/wake and meals; warm fluids; reduce multitasking and late-night screens.,If primary >85: daily abhyanga; avoid fasting; avoid intense workouts and cold exposure.,Secondary Kapha: keep meals lighter; reduce sweets and heavy dairy; ensure daily movement.,abhyanga: daily; pranayama: 12-15 min; yoga: 20-30 min; bedtime target: before 10:30 PM. (Dual-dosha: apply secondary constraints daily.),"Safety: Ayurvedic medicines/herbs can interact with health conditions and medications. Avoid self-prescribing (especially in pregnancy, chronic disease, or if on regular meds). Use practitioner guidance for exact timing and dosage.",vata_kapha__dominant_high__secondary_mild
dual_dosha,yes,vata,kapha,76,100,31,49,strict,"Warm, cooked, moist meals (khichdi/soups/stews). Add ghee or sesame oil. Prefer sweet/sour/salty tastes.","Cold drinks/ice-cream, raw salads, very dry snacks (chips/murmura), skipping meals/fasting.",Regular routine (fixed meals/sleep). Abhyanga (oil massage). Keep warm; prioritize rest and grounding.,"Irregular sleep, overtravel, overexertion, excessive late-night screens.",Gentle yoga + slow strength; pranayama like Nadi Shodhan (Anulom Vilom).,"HIIT/very intense cardio, overtraining, cold showers when aggravated.","Support options (practitioner-advised): Triphala, Ashwagandha, Brahmi. Warm herbal teas if suitable.",Common timing: Triphala often at night; calming supports often evening. Confirm exact timing/dose with practitioner.,If primary >60: fixed sleep/wake and meals; warm fluids; reduce multitasking and late-night screens.,If primary >85: daily abhyanga; avoid fasting; avoid intense workouts and cold exposure.,Secondary Kapha: keep meals lighter; reduce sweets and heavy dairy; ensure daily movement.,abhyanga: daily; pranayama: 12-15 min; yoga: 20-30 min; bedtime target: before 10:30 PM. (Dual-dosha: apply secondary constraints daily.),"Safety: Ayurvedic medicines/herbs can interact with health conditions and medications. Avoid self-prescribing (especially in pregnancy, chronic disease, or if on regular meds). Use practitioner guidance for exact timing and dosage.",vata_kapha__dominant_high__secondary_moderate
dual_dosha,no,vata,kapha,85,100,0,15,strict,"Warm, cooked, moist meals (khichdi/soups/stews). Add ghee or sesame oil. Prefer sweet/sour/salty tastes.","Cold drinks/ice-cream, raw salads, very dry snacks (chips/murmura), skipping meals/fasting.",Regular routine (fixed meals/sleep). Abhyanga (oil massage). Keep warm; prioritize rest and grounding.,"Irregular sleep, overtravel, overexertion, excessive late-night screens.",Gentle yoga + slow strength; pranayama like Nadi Shodhan (Anulom Vilom).,"HIIT/very intense cardio, overtraining, cold showers when aggravated.","Support options (practitioner-advised): Triphala, Ashwagandha, Brahmi. Warm herbal teas if suitable.",Common timing: Triphala often at night; calming supports often evening. Confirm exact timing/dose with practitioner.,If primary >60: fixed sleep/wake and meals; warm fluids; reduce multitasking and late-night screens.,If primary >85: daily abhyanga; avoid fasting; avoid intense workouts and cold exposure.,,abhyanga: daily; pranayama: 12-15 min; yoga: 20-30 min; bedtime target: before 10:30 PM.,"Safety: Ayurvedic medicines/herbs can interact with health conditions and medications. Avoid self-prescribing (especially in pregnancy, chronic disease, or if on regular meds). Use practitioner guidance for exact timing and dosage.",vata_kapha__dominant_very_high__secondary_insignificant
dual_dosha,yes,pitta,kapha,50,60,16,30,gentle,"Cooling, hydrating foods (cucumber/ash gourd/coconut water). Prefer sweet/bitter/astringent tastes; use fennel/coriander.","Very spicy, oily, sour/fermented foods; excess salt; alcohol/caffeine; overheating foods.","Cooling breaks, manage workload, time in nature/water; calming breathwork (Sheetali/Sheetkari, Nadi Shodhan).","Heat exposure, hot yoga, late nights (especially 10 PM-2 AM), angry/competitive overload.",Moderate exercise in cooler hours; yoga/walk; avoid overheating.,Very intense workouts that overheat you; hot environments post-meal.,"Support options (practitioner-advised): Amla, Guduchi, Neem; cooling teas (fennel/coriander/mint).",Common timing: Amla often morning; cooling teas through daytime. Confirm exact timing/dose with practitioner.,If primary >60: strictly avoid spicy/oily/sour; cooling hydration; schedule relaxation daily.,If primary >85: avoid heat exposure (sun/sauna/hot yoga); reduce competitive triggers; consider practitioner support promptly.,Secondary Kapha: keep meals lighter; reduce sweets and heavy dairy; ensure daily movement.,cooling breaks: 1-2/day; pranayama: 5-8 min; yoga/walk: 15-25 min; reduce spicy/oily meals. (Dual-dosha: apply secondary constraints daily.),"Safety: Ayurvedic medicines/herbs can interact with health conditions and medications. Avoid self-prescribing (especially in pregnancy, chronic disease, or if on regular meds). Use practitioner guidance for exact timing and dosage.",pitta_kapha__dominant_low__secondary_mild
dual_dosha,yes,pitta,kapha,50,60,31,49,gentle,"Cooling, hydrating foods (cucumber/ash gourd/coconut water). Prefer sweet/bitter/astringent tastes; use fennel/coriander.","Very spicy, oily, sour/fermented foods; excess salt; alcohol/caffeine; overheating foods.","Cooling breaks, manage workload, time in nature/water; calming breathwork (Sheetali/Sheetkari, Nadi Shodhan).","Heat exposure, hot yoga, late nights (especially 10 PM-2 AM), angry/competitive overload.",Moderate exercise in cooler hours; yoga/walk; avoid overheating.,Very intense workouts that overheat you; hot environments post-meal.,"Support options (practitioner-advised): Amla, Guduchi, Neem; cooling teas (fennel/coriander/mint).",Common timing: Amla often morning; cooling teas through daytime. Confirm exact timing/dose with practitioner.,If primary >60: strictly avoid spicy/oily/sour; cooling hydration; schedule relaxation daily.,If primary >85: avoid heat exposure (sun/sauna/hot yoga); reduce competitive triggers; consider practitioner support promptly.,Secondary Kapha: keep meals lighter; reduce sweets and heavy dairy; ensure daily movement.,cooling breaks: 1-2/day; pranayama: 5-8 min; yoga/walk: 15-25 min; reduce spicy/oily meals. (Dual-dosha: apply secondary constraints daily.),"Safety: Ayurvedic medicines/herbs can interact with health conditions and medications. Avoid self-prescribing (especially in pregnancy, chronic disease, or if on regular meds). Use practitioner guidance for exact timing and dosage.",pitta_kapha__dominant_low__secondary_moderate
dual_dosha,yes,pitta,kapha,61,75,16,30,moderate,"Cooling, hydrating foods (cucumber/ash gourd/coconut water). Prefer sweet/bitter/astringent tastes; use fennel/coriander.","Very spicy, oily, sour/fermented foods; excess salt; alcohol/caffeine; overheating foods.","Cooling breaks, manage workload, time in nature/water; calming breathwork (Sheetali/Sheetkari, Nadi Shodhan).","Heat exposure, hot yoga, late nights (especially 10 PM-2 AM), angry/competitive overload.",Moderate exercise in cooler hours; yoga/walk; avoid overheating.,Very intense workouts that overheat you; hot environments post-meal.,"Support options (practitioner-advised): Amla, Guduchi, Neem; cooling teas (fennel/coriander/mint).",Common timing: Amla often morning; cooling teas through daytime. Confirm exact timing/dose with practitioner.,If primary >60: strictly avoid spicy/oily/sour; cooling hydration; schedule relaxation daily.,If primary >85: avoid heat exposure (sun/sauna/hot yoga); reduce competitive triggers; consider practitioner support promptly.,Secondary Kapha: keep meals lighter; reduce sweets and heavy dairy; ensure daily movement.,cooling breaks: 2-3/day; pranayama: 8-10 min; yoga/walk: 20-30 min; avoid late nights. (Dual-dosha: apply secondary constraints daily.),"Safety: Ayurvedic medicines/herbs can interact with health conditions and medications. Avoid self-prescribing (especially in pregnancy, chronic disease, or if on regular meds). Use practitioner guidance for exact timing and dosage.",pitta_kapha__dominant_mid__secondary_mild
dual_dosha,yes,pitta,kapha,61,75,31,49,moderate,"Cooling, hydrating foods (cucumber/ash gourd/coconut water). Prefer sweet/bitter/astringent tastes; use fennel/coriander.","Very spicy, oily, sour/fermented foods; excess salt; alcohol/caffeine; overheating foods.","Cooling breaks, manage workload, time in nature/water; calming breathwork (Sheetali/Sheetkari, Nadi Shodhan).","Heat exposure, hot yoga, late nights (especially 10 PM-2 AM), angry/competitive overload.",Moderate exercise in cooler hours; yoga/walk; avoid overheating.,Very intense workouts that overheat you; hot environments post-meal.,"Support options (practitioner-advised): Amla, Guduchi, Neem; cooling teas (fennel/coriander/mint).",Common timing: Amla often morning; cooling teas through daytime. Confirm exact timing/dose with practitioner.,If primary >60: strictly avoid spicy/oily/sour; cooling hydration; schedule relaxation daily.,If primary >85: avoid heat exposure (sun/sauna/hot yoga); reduce competitive triggers; consider practitioner support promptly.,Secondary Kapha: keep meals lighter; reduce sweets and heavy dairy; ensure daily movement.,cooling breaks: 2-3/day; pranayama: 8-10 min; yoga/walk: 20-30 min; avoid late nights. (Dual-dosha: apply secondary constraints daily.),"Safety: Ayurvedic medicines/herbs can interact with health conditions and medications. Avoid self-prescribing (especially in pregnancy, chronic disease, or if on regular meds). Use practitioner guidance for exact timing and dosage.",pitta_kapha__dominant_mid__secondary_moderate
dual_dosha,yes,pitta,kapha,76,100,16,30,strict,"Cooling, hydrating foods (cucumber/ash gourd/coconut water). Prefer sweet/bitter/astringent tastes; use fennel/coriander.","Very spicy, oily, sour/fermented foods; excess salt; alcohol/caffeine; overheating foods.","Cooling breaks, manage workload, time in nature/water; calming breathwork (Sheetali/Sheetkari, Nadi Shodhan).","Heat exposure, hot yoga, late nights (especially 10 PM-2 AM), angry/competitive overload.",Moderate exercise in cooler hours; yoga/walk; avoid overheating.,Very intense workouts that overheat you; hot environments post-meal.,"Support options (practitioner-advised): Amla, Guduchi, Neem; cooling teas (fennel/coriander/mint).",Common timing: Amla often morning; cooling teas through daytime. Confirm exact timing/dose with practitioner.,If primary >60: strictly avoid spicy/oily/sour; cooling hydration; schedule relaxation daily.,If primary >85: avoid heat exposure (sun/sauna/hot yoga); reduce competitive triggers; consider practitioner support promptly.,Secondary Kapha: keep meals lighter; reduce sweets and heavy dairy; ensure daily movement.,cooling breaks: 3-4/day; pranayama: 10-12 min; yoga/walk: 25-35 min in cool hours; bedtime: before 10:30 PM. (Dual-dosha: apply secondary constraints daily.),"Safety: Ayurvedic medicines/herbs can interact with health conditions and medications. Avoid self-prescribing (especially in pregnancy, chronic disease, or if on regular meds). Use practitioner guidance for exact timing and dosage.",pitta_kapha__dominant_high__secondary_mild
dual_dosha,yes,pitta,kapha,76,100,31,49,strict,"Cooling, hydrating foods (cucumber/ash gourd/coconut water). Prefer sweet/bitter/astringent tastes; use fennel/coriander.","Very spicy, oily, sour/fermented foods; excess salt; alcohol/caffeine; overheating foods.","Cooling breaks, manage workload, time in nature/water; calming breathwork (Sheetali/Sheetkari, Nadi Shodhan).","Heat exposure, hot yoga, late nights (especially 10 PM-2 AM), angry/competitive overload.",Moderate exercise in cooler hours; yoga/walk; avoid overheating.,Very intense workouts that overheat you; hot environments post-meal.,"Support options (practitioner-advised): Amla, Guduchi, Neem; cooling teas (fennel/coriander/mint).",Common timing: Amla often morning; cooling teas through daytime. Confirm exact timing/dose with practitioner.,If primary >60: strictly avoid spicy/oily/sour; cooling hydration; schedule relaxation daily.,If primary >85: avoid heat exposure (sun/sauna/hot yoga); reduce competitive triggers; consider practitioner support promptly.,Secondary Kapha: keep meals lighter; reduce sweets and heavy dairy; ensure daily movement.,cooling breaks: 3-4/day; pranayama: 10-12 min; yoga/walk: 25-35 min in cool hours; bedtime: before 10:30 PM. (Dual-dosha: apply secondary constraints daily.),"Safety: Ayurvedic medicines/herbs can interact with health conditions and medications. Avoid self-prescribing (especially in pregnancy, chronic disease, or if on regular meds). Use practitioner guidance for exact timing and dosage.",pitta_kapha__dominant_high__secondary_moderate
dual_dosha,no,pitta,kapha,85,100,0,15,strict,"Cooling, hydrating foods (cucumber/ash gourd/coconut water). Prefer sweet/bitter/astringent tastes; use fennel/coriander.","Very spicy, oily, sour/fermented foods; excess salt; alcohol/caffeine; overheating foods.","Cooling breaks, manage workload, time in nature/water; calming breathwork (Sheetali/Sheetkari, Nadi Shodhan).","Heat exposure, hot yoga, late nights (especially 10 PM-2 AM), angry/competitive overload.",Moderate exercise in cooler hours; yoga/walk; avoid overheating.,Very intense workouts that overheat you; hot environments post-meal.,"Support options (practitioner-advised): Amla, Guduchi, Neem; cooling teas (fennel/coriander/mint).",Common timing: Amla often morning; cooling teas through daytime. Confirm exact timing/dose with practitioner.,If primary >60: strictly avoid spicy/oily/sour; cooling hydration; schedule relaxation daily.,If primary >85: avoid heat exposure (sun/sauna/hot yoga); reduce competitive triggers; consider practitioner support promptly.,,cooling breaks: 3-4/day; pranayama: 10-12 min; yoga/walk: 25-35 min in cool hours; bedtime: before 10:30 PM.,"Safety: Ayurvedic medicines/herbs can interact with health conditions and medications. Avoid self-prescribing (especially in pregnancy, chronic disease, or if on regular meds). Use practitioner guidance for exact timing and dosage.",pitta_kapha__dominant_very_high__secondary_insignificant
